room_id,hotel_id,room_type,availability,price_per_night
8586,54,Suite,Yes,100.8226759
8587,55,Double,Yes,363.0654378
8588,55,Single,No,102.3311378
8589,55,Double,Yes,346.8616702
8590,55,Suite,Yes,459.8112635
8591,55,Single,No,271.1741767
8592,55,Single,No,123.5335876
8593,55,Double,Yes,319.104516
8594,55,Single,Yes,301.7252275
8595,55,Double,Yes,160.9891772
8596,55,Single,Yes,248.6432429
8597,55,Double,No,249.3673748
8598,55,Suite,Yes,248.2976715
8599,55,Suite,No,359.8605405
8600,55,Single,Yes,412.2171264
8601,55,Single,Yes,127.0325563
8602,55,Suite,No,54.05381604
8603,55,Suite,Yes,353.8220869
8604,55,Suite,No,186.2883973
8605,55,Suite,Yes,177.9021081
8606,55,Single,No,394.8049223
8607,55,Suite,No,328.9826029
8608,55,Suite,No,145.1567994
8609,55,Single,No,263.0089472
8610,55,Double,No,86.3069086
8611,55,Single,No,380.5534257
8612,55,Suite,No,172.1836649
8613,55,Suite,Yes,401.2701815
8614,55,Double,No,291.5349579
8615,55,Suite,Yes,221.6558627
8616,55,Suite,Yes,408.9123759
8617,55,Suite,No,400.5271791
8618,55,Double,Yes,293.9751088
8619,55,Suite,Yes,70.22500352
8620,55,Suite,No,240.0429101
8621,55,Double,Yes,383.1022924
8622,55,Single,Yes,145.8276838
8623,55,Single,No,260.5182228
8624,55,Suite,Yes,370.4936199
8625,55,Single,Yes,91.8520867
8626,55,Double,No,93.08904636
8627,55,Single,No,306.6852605
8628,55,Double,Yes,73.85817309
8629,55,Single,Yes,324.3835658
8630,55,Suite,Yes,475.2742177
8631,55,Double,No,221.9413904
8632,55,Double,No,312.5843005
8633,55,Single,No,80.07606314
8634,55,Double,Yes,492.583233
8635,55,Double,No,101.3881997
8636,55,Double,Yes,391.5780634
8637,55,Double,No,83.51996505
8638,55,Suite,Yes,89.93284097
8639,55,Double,No,127.5354032
8640,55,Single,No,294.7338778
8641,55,Suite,Yes,60.9087979
8642,55,Suite,No,82.89521714
8643,55,Single,No,159.4425072
8644,55,Single,Yes,367.7272739
8645,55,Suite,Yes,332.513832
8646,55,Single,No,339.5246558
8647,55,Double,No,382.1573899
8648,55,Double,No,63.47306841
8649,55,Suite,Yes,169.4928731
8650,55,Single,Yes,108.6597759
8651,55,Double,No,370.9843605
8652,55,Single,Yes,150.7003487
8653,55,Single,Yes,239.4585305
8654,55,Double,No,346.3628691
8655,55,Suite,Yes,306.8684767
8656,55,Suite,No,393.7602304
8657,55,Single,No,146.636508
8658,55,Double,No,141.8344755
8659,55,Single,Yes,341.5063916
8660,55,Double,No,256.7923535
8661,55,Single,Yes,390.5638964
8662,55,Suite,No,416.0907708
8663,55,Suite,Yes,313.6749825
8664,55,Double,Yes,307.7716696
8665,55,Double,Yes,329.0994202
8666,55,Single,No,352.1580619
8667,55,Double,Yes,139.0227368
8668,55,Single,No,56.63065038
8669,55,Single,No,75.28233557
8670,55,Double,Yes,140.8756512
8671,55,Single,Yes,167.9813378
8672,55,Double,No,121.1047906
8673,55,Suite,No,196.6347296
8674,55,Double,Yes,472.0677818
8675,55,Single,Yes,324.7435453
8676,55,Single,Yes,118.5648681
8677,55,Single,No,66.27295906
8678,55,Single,No,77.48136023
8679,55,Single,No,390.0026836
8680,55,Single,Yes,56.92574065
8681,55,Double,No,310.7798445
8682,55,Suite,Yes,229.3220254
8683,55,Suite,No,135.8994266
8684,55,Double,No,483.2593016
8685,55,Suite,Yes,397.2472581
8686,55,Single,Yes,187.3942841
8687,55,Single,No,459.7725853
8688,55,Double,No,290.4235149
8689,55,Single,Yes,183.6398803
8690,55,Suite,Yes,51.69218798
8691,55,Single,Yes,490.9671229
8692,55,Single,Yes,332.229415
8693,55,Single,No,176.9260642
8694,55,Double,No,84.05093388
8695,55,Double,No,57.65486219
8696,55,Single,No,246.9134102
8697,55,Double,Yes,484.1180904
8698,55,Single,No,455.5816722
8699,55,Single,No,274.2869005
8700,55,Double,No,359.4007492
8701,55,Double,No,377.6711272
8702,55,Double,No,277.5313054
8703,55,Suite,No,57.63768679
8704,55,Single,No,383.2953171
8705,55,Suite,Yes,272.4910601
8706,55,Double,Yes,124.015568
8707,55,Single,No,282.3690748
8708,55,Single,No,121.4481628
8709,55,Suite,No,125.913767
8710,55,Single,Yes,252.1954422
8711,55,Suite,Yes,459.2188689
8712,55,Suite,Yes,331.8774057
8713,55,Double,No,313.0527858
8714,55,Suite,No,85.42704968
8715,55,Double,Yes,245.6525256
8716,55,Single,Yes,294.6864596
8717,55,Double,Yes,179.8281407
8718,55,Suite,No,149.4300952
8719,55,Double,No,445.4006172
8720,55,Suite,Yes,180.4844384
8721,55,Single,Yes,64.17083807
8722,55,Suite,Yes,57.17122867
8723,55,Single,No,234.9265624
8724,55,Double,No,211.3586984
8725,55,Suite,No,94.13381465
8726,55,Single,Yes,429.6775281
8727,55,Double,No,388.9865743
8728,55,Suite,Yes,155.9323284
8729,55,Single,No,256.7853133
8730,55,Suite,No,98.03910245
8731,55,Single,No,374.6900565
8732,55,Suite,No,433.1704658
8733,55,Single,No,461.8342483
8734,55,Single,Yes,162.3151374
8735,55,Double,No,476.5648296
8736,55,Single,Yes,356.8646098
8737,55,Single,No,300.7964737
8738,55,Double,Yes,303.7944299
8739,55,Double,Yes,128.8861113
8740,55,Double,Yes,98.30701155
8741,55,Single,No,216.8378426
8742,55,Suite,Yes,467.2584505
8743,55,Suite,Yes,137.5497217
8744,55,Single,Yes,422.3052076
8745,55,Double,No,163.9191713
8746,55,Single,Yes,93.47611585
8747,55,Double,Yes,480.8717476
8748,55,Double,No,164.9678185
8749,55,Suite,Yes,482.1902878
8750,55,Double,Yes,316.7967303
8751,55,Double,No,342.4271472
8752,55,Single,No,433.7304677
8753,55,Suite,Yes,145.7375285
8754,55,Single,Yes,439.9824335
8755,55,Single,Yes,478.1017903
8756,55,Single,No,212.4680564
8757,55,Single,No,407.2582477
8758,55,Suite,No,366.3528727
8759,55,Single,Yes,461.3541786
8760,55,Single,Yes,101.748523
8761,55,Single,Yes,225.3165256
8762,55,Double,Yes,495.739987
8763,55,Suite,Yes,108.6831737
8764,55,Suite,Yes,126.1942503
8765,55,Suite,Yes,265.6517284
8766,55,Suite,Yes,118.0869937
8767,55,Suite,Yes,448.5955185
8768,55,Suite,No,308.3586867
8769,55,Suite,Yes,453.4131387
8770,55,Single,No,133.0015171
8771,55,Single,No,264.2652966
8772,55,Double,No,226.1154459
8773,55,Double,No,361.7869783
8774,55,Single,Yes,163.2765957
8775,55,Suite,Yes,150.8645658
8776,55,Single,No,497.1926684
8777,55,Single,No,319.4088858
8778,55,Suite,No,367.9306162
8779,55,Single,No,377.744405
8780,55,Suite,Yes,463.4626393
8781,55,Single,No,192.6918439
8782,55,Double,Yes,227.5528342
8783,55,Suite,Yes,299.1294978
8784,55,Suite,No,53.52793309
8785,55,Double,No,336.488847
8786,55,Single,No,430.3654773
8787,55,Double,Yes,125.7930664
8788,55,Double,Yes,222.3090002
8789,55,Single,No,406.5706014
8790,55,Suite,No,441.9607289
8791,55,Suite,Yes,463.9296269
8792,55,Double,Yes,363.4983208
8793,55,Single,Yes,417.3969142
8794,55,Suite,No,475.0916478
8795,55,Suite,No,199.5779924
8796,55,Single,No,345.2008678
8797,55,Suite,Yes,223.5714066
8798,55,Suite,Yes,453.8750487
8799,55,Suite,Yes,208.5046833
8800,55,Single,No,284.5797534
8801,55,Suite,No,88.31896275
8802,55,Double,Yes,260.1398539
8803,55,Suite,Yes,313.7494995
8804,55,Double,Yes,95.48113913
8805,55,Double,No,298.9903396
8806,55,Single,No,58.73455948
8807,55,Double,Yes,181.157529
8808,55,Single,Yes,328.3116218
8809,55,Single,No,127.9725303
8810,55,Suite,Yes,380.5386617
8811,55,Single,No,370.0144321
8812,55,Single,No,420.0172778
8813,55,Double,Yes,50.67106118
8814,55,Double,No,136.0928084
8815,55,Suite,No,483.8354382
8816,55,Single,No,255.9467518
8817,55,Suite,No,320.1044179
8818,55,Double,No,253.7425512
8819,55,Single,No,219.1847762
8820,55,Single,Yes,356.4500568
8821,55,Double,No,230.6386261
8822,55,Single,Yes,76.05652222
8823,55,Suite,No,176.1726124
8824,55,Suite,No,393.392684
8825,55,Double,No,149.3801766
8826,55,Suite,No,126.2042914
8827,55,Suite,Yes,65.80202571
8828,55,Suite,No,323.381339
8829,55,Double,Yes,342.198269
8830,55,Single,Yes,218.2852821
8831,55,Double,Yes,162.929283
8832,55,Double,Yes,249.8400052
8833,55,Suite,No,194.0748903
8834,55,Suite,Yes,426.9390209
8835,55,Suite,No,480.9935637
8836,55,Single,Yes,137.3335523
8837,55,Double,Yes,432.3377048
8838,55,Suite,Yes,267.4043493
8839,55,Suite,Yes,101.8821921
8840,55,Suite,No,143.8637624
8841,55,Single,No,462.0410432
8842,55,Suite,No,229.2013994
8843,55,Suite,Yes,177.7931326
8844,55,Suite,Yes,221.4708432
8845,55,Double,No,365.585244
8846,55,Double,Yes,454.3495671
8847,55,Single,No,109.0883783
8848,55,Suite,Yes,429.1248061
8849,55,Double,No,77.73537057
8850,55,Single,No,143.8475779
8851,55,Single,No,360.2916196
8852,55,Single,No,472.0362352
8853,55,Double,Yes,56.68026247
8854,55,Double,Yes,410.1875394
8855,55,Double,Yes,190.6266323
8856,55,Suite,Yes,303.4705732
8857,55,Single,No,172.1735819
8858,55,Single,No,210.9236298
8859,55,Suite,No,120.8149778
8860,55,Double,Yes,192.0894458
8861,55,Single,Yes,393.8399515
8862,55,Double,No,398.7178889
8863,55,Suite,Yes,318.8087563
8864,55,Single,No,237.529936
8865,55,Single,No,270.8225351
8866,55,Double,No,245.9132579
8867,55,Suite,Yes,414.3135425
8868,55,Double,No,53.43836287
8869,55,Double,No,295.429527
8870,55,Suite,Yes,326.5496769
8871,55,Double,No,423.5459138
8872,55,Single,Yes,215.9540177
8873,55,Suite,No,417.009109
8874,55,Double,No,222.2079111
8875,55,Single,No,387.9064503
8876,55,Double,Yes,244.1040088
8877,55,Double,No,335.8296975
8878,55,Suite,Yes,309.706298
8879,55,Suite,No,100.6064695
8880,55,Single,Yes,196.7254894
8881,55,Double,Yes,344.2329422
8882,55,Suite,No,166.1388081
8883,55,Double,No,463.4190519
8884,55,Suite,No,171.5592987
8885,55,Single,No,66.18885251
8886,55,Suite,No,204.8890518
8887,55,Single,Yes,179.375861
8888,55,Double,No,486.8496099
8889,55,Suite,No,471.8432743
8890,55,Double,No,424.0790662
8891,55,Suite,Yes,110.3111424
8892,55,Single,Yes,365.2821002
8893,55,Suite,Yes,77.29648059
8894,55,Single,Yes,341.3786262
8895,55,Suite,Yes,436.3068903
8896,55,Single,Yes,453.5929503
8897,55,Suite,No,132.1046894
8898,55,Single,Yes,271.6570525
8899,55,Suite,No,265.7094652
8900,55,Double,No,431.3176434
8901,55,Suite,Yes,54.94843158
8902,55,Suite,Yes,67.45185376
8903,55,Single,No,473.7606325
8904,55,Suite,Yes,138.8537596
8905,55,Suite,No,135.6573015
8906,55,Double,Yes,158.5850992
8907,55,Double,Yes,120.721096
8908,55,Single,Yes,468.0997596
8909,55,Double,Yes,461.8001276
8910,55,Single,No,310.5069796
8911,55,Double,Yes,463.9593282
8912,55,Double,Yes,208.5686266
8913,55,Suite,Yes,355.1306848
8914,55,Suite,Yes,493.6531878
8915,55,Double,Yes,326.9798911
8916,55,Double,Yes,486.9144187
8917,55,Suite,Yes,473.1113829
8918,55,Double,Yes,297.1098683
8919,55,Single,No,50.58658766
8920,55,Single,Yes,228.089179
8921,55,Single,Yes,475.6763511
8922,55,Double,Yes,97.2676256
8923,55,Suite,No,74.97151686
8924,55,Double,Yes,218.3394497
8925,55,Single,No,157.781874
8926,55,Single,No,215.6054433
8927,55,Single,Yes,270.2314161
8928,55,Single,No,429.9788638
8929,55,Single,Yes,372.691552
8930,56,Suite,No,67.2768597
8931,56,Double,Yes,454.9916672
8932,56,Double,No,431.3233677
8933,56,Suite,Yes,327.3636797
8934,56,Single,No,455.7287369
8935,56,Suite,Yes,92.22031559
8936,56,Suite,Yes,184.3933758
8937,56,Single,No,123.7401153
8938,56,Double,No,233.1892987
8939,56,Suite,No,95.13780299
8940,56,Suite,No,248.5784057
8941,56,Suite,Yes,251.0855789
8942,56,Single,No,432.3089473
8943,56,Single,Yes,462.3311593
8944,56,Single,Yes,163.7546802
8945,56,Single,No,413.4476435
8946,56,Double,Yes,310.0064209
8947,56,Double,No,157.501498
8948,56,Suite,Yes,461.2343191
8949,56,Single,No,234.8214956
8950,56,Single,Yes,430.2911513
8951,56,Single,Yes,484.6571721
8952,56,Double,No,384.1136008
8953,56,Suite,No,415.048183
8954,56,Single,Yes,470.2037316
8955,56,Double,Yes,227.880875
8956,56,Single,Yes,476.8648861
8957,56,Suite,No,363.444617
8958,56,Single,No,333.4036683
8959,56,Suite,No,271.7396599
8960,56,Double,Yes,463.5292635
8961,56,Suite,No,416.2171395
8962,56,Double,No,132.2443114
8963,56,Suite,Yes,123.0293535
8964,56,Suite,Yes,254.8521941
8965,56,Double,Yes,193.1215064
8966,56,Double,Yes,74.65304271
8967,56,Single,Yes,113.7858981
8968,56,Double,Yes,126.5014917
8969,56,Double,Yes,333.8835731
8970,56,Suite,Yes,226.7688447
8971,56,Double,Yes,243.77763
8972,56,Single,No,211.6365989
8973,56,Double,Yes,470.2138819
8974,56,Double,Yes,276.7788576
8975,56,Single,No,369.9295224
8976,56,Single,No,146.6809154
8977,56,Double,No,417.2458261
8978,56,Double,No,490.038795
8979,56,Single,No,119.3629488
8980,56,Suite,Yes,438.5131394
8981,56,Single,Yes,379.8156997
8982,56,Suite,Yes,246.0342705
8983,56,Suite,No,265.7619251
8984,56,Suite,No,307.6093491
8985,56,Single,No,318.8136368
8986,56,Single,No,382.3117863
8987,56,Double,No,254.8399675
8988,56,Suite,No,229.4568272
8989,56,Suite,No,329.7669253
8990,56,Double,No,486.0132348
8991,56,Single,No,312.0423917
8992,56,Suite,No,118.562521
8993,56,Single,No,415.2333338
8994,56,Single,No,343.0594103
8995,56,Suite,Yes,451.083127
8996,56,Double,Yes,254.6919625
8997,56,Suite,No,468.205096
8998,56,Double,Yes,332.1380783
8999,56,Double,Yes,68.00170909
9000,56,Double,No,125.9426345
9001,56,Double,No,406.8285804
9002,56,Single,No,443.9898528
9003,56,Double,Yes,284.0191468
9004,56,Double,Yes,470.8193081
9005,56,Single,No,381.4019595
9006,56,Double,Yes,424.6107334
9007,56,Single,No,110.6072865
9008,56,Suite,No,280.065671
9009,56,Suite,Yes,229.3505377
9010,56,Double,No,79.05006547
9011,56,Suite,Yes,158.1827429
9012,56,Single,No,161.8857694
9013,56,Suite,Yes,193.0305405
9014,56,Suite,Yes,50.17233853
9015,56,Double,Yes,108.9742919
9016,56,Single,Yes,321.1009565
9017,56,Double,Yes,209.8805826
9018,56,Single,No,432.9843456
9019,56,Suite,Yes,408.7820952
9020,56,Suite,No,214.3033289
9021,56,Double,No,171.7458899
9022,56,Single,Yes,59.19805387
9023,56,Double,No,108.3478757
9024,56,Double,No,383.0567312
9025,56,Double,No,175.2801334
9026,56,Suite,Yes,181.3896185
9027,56,Double,No,131.8177767
9028,56,Single,No,84.29865671
9029,56,Suite,No,236.2761208
9030,56,Suite,Yes,260.2936278
9031,56,Double,No,393.4193667
9032,56,Suite,Yes,469.8020707
9033,56,Single,Yes,307.5447004
9034,56,Single,No,403.1959239
9035,56,Single,Yes,228.8529507
9036,56,Double,Yes,460.503894
9037,56,Suite,No,238.7612154
9038,56,Single,No,497.7577019
9039,56,Single,Yes,51.61238341
9040,56,Suite,No,264.063376
9041,56,Suite,No,391.5344437
9042,56,Suite,No,239.6691524
9043,56,Double,No,286.4385506
9044,56,Single,No,79.39576833
9045,56,Single,Yes,223.3458664
9046,56,Single,Yes,166.3591025
9047,56,Suite,Yes,227.4580905
9048,56,Double,Yes,492.1659737
9049,56,Single,Yes,416.6291828
9050,56,Single,Yes,253.518155
9051,56,Double,Yes,209.6018784
9052,56,Suite,No,289.0743828
9053,56,Double,No,171.6646979
9054,56,Suite,Yes,75.94010002
9055,56,Suite,Yes,288.080957
9056,56,Suite,No,395.447356
9057,56,Single,Yes,357.0460213
9058,56,Single,Yes,98.99922333
9059,56,Single,Yes,191.6881404
9060,56,Single,Yes,397.2336429
9061,56,Double,Yes,439.2486001
9062,56,Single,Yes,236.1438391
9063,56,Single,Yes,357.9677402
9064,56,Suite,Yes,209.6610921
9065,56,Single,Yes,124.8987529
9066,56,Suite,No,142.53872
9067,56,Suite,Yes,398.442521
9068,56,Suite,No,148.3606493
9069,56,Double,No,175.3327501
9070,56,Single,No,297.2362962
9071,56,Single,Yes,103.4905189
9072,56,Single,No,114.9746851
9073,56,Single,No,293.4775993
9074,56,Double,No,373.4862767
9075,56,Single,Yes,176.3358318
9076,56,Suite,Yes,380.4631215
9077,56,Suite,No,452.2670083
9078,56,Suite,Yes,248.8094461
9079,56,Double,Yes,281.4407325
9080,56,Suite,Yes,379.2419783
9081,56,Single,No,68.49875251
9082,56,Suite,Yes,321.8331719
9083,56,Suite,No,459.8099084
9084,56,Single,No,422.4546811
9085,56,Double,No,102.8444252
9086,56,Double,Yes,237.9425542
9087,56,Single,Yes,98.43100173
9088,56,Single,No,268.7965517
9089,56,Suite,Yes,356.1276403
9090,56,Suite,Yes,115.9637423
9091,56,Suite,Yes,301.6351952
9092,56,Single,No,206.0677926
9093,56,Suite,Yes,166.2223474
9094,56,Double,No,128.7801022
9095,56,Double,Yes,395.8459097
9096,56,Suite,Yes,59.74591395
9097,56,Suite,No,454.5109221
9098,56,Double,No,327.0059771
9099,56,Single,No,420.1886996
9100,56,Single,Yes,485.0637763
9101,56,Double,No,340.9619624
9102,56,Single,Yes,326.5096345
9103,56,Double,No,122.1015579
9104,56,Suite,No,412.9565167
9105,56,Suite,Yes,492.197034
9106,56,Suite,No,168.9207935
9107,56,Single,No,291.2032683
9108,56,Double,Yes,456.3703412
9109,56,Suite,No,307.272014
9110,56,Double,Yes,151.3637216
9111,56,Double,No,248.9848045
9112,56,Single,No,286.8599765
9113,56,Single,No,320.2101797
9114,56,Double,Yes,195.7476766
9115,56,Suite,Yes,63.64847618
9116,56,Suite,Yes,474.1900006
9117,56,Double,No,135.4825779
9118,56,Suite,No,230.5568311
9119,56,Single,Yes,76.76778231
9120,56,Suite,No,148.2202989
9121,56,Single,No,96.92533751
9122,56,Double,Yes,236.3443308
9123,56,Single,Yes,246.7797427
9124,56,Single,No,202.0907514
9125,56,Suite,No,203.0961598
9126,56,Double,Yes,327.4138023
9127,56,Double,Yes,155.9805354
9128,56,Suite,No,285.9805569
9129,56,Double,Yes,483.9057329
9130,56,Suite,Yes,102.045388
9131,56,Double,No,237.8875918
9132,56,Single,No,473.8656634
9133,56,Double,No,416.3617445
9134,56,Double,Yes,274.0023171
9135,56,Suite,No,183.713421
9136,56,Double,No,182.1911351
9137,56,Single,Yes,386.5958697
9138,56,Double,No,192.4944635
9139,56,Suite,Yes,340.8104162
9140,56,Double,No,162.2199404
9141,56,Single,No,52.47508317
9142,56,Suite,No,336.1568451
9143,56,Double,No,255.1590185
9144,56,Single,No,158.4936253
9145,56,Suite,Yes,353.3163668
9146,56,Double,Yes,263.8994018
9147,56,Suite,No,177.3239624
9148,56,Suite,No,197.8925688
9149,56,Double,No,170.4026516
9150,56,Single,No,98.9309523
9151,56,Double,Yes,437.6155396
9152,56,Single,No,174.0962167
9153,56,Single,No,249.7908682
9154,56,Double,No,293.0235798
9155,56,Suite,No,275.4793212
9156,56,Double,Yes,115.0928526
9157,56,Double,No,397.001091
9158,56,Suite,Yes,262.6518449
9159,56,Double,No,333.2118655
9160,56,Single,Yes,61.03533809
9161,56,Suite,Yes,467.0874999
9162,56,Single,No,213.7161959
9163,56,Double,Yes,184.6636174
9164,56,Single,Yes,298.466886
9165,56,Suite,No,255.9252023
9166,56,Single,No,86.41732247
9167,56,Suite,Yes,150.8966546
9168,56,Suite,Yes,104.2103921
9169,56,Suite,No,279.7608104
9170,56,Double,Yes,405.1020436
9171,56,Single,No,51.0440296
9172,56,Single,No,147.49882
9173,56,Single,No,367.8289145
9174,56,Suite,No,429.5623101
9175,56,Single,Yes,456.0591738
9176,56,Double,No,222.8446138
9177,56,Double,No,200.3908256
9178,56,Double,No,469.0443945
9179,56,Double,Yes,489.6158426
9180,56,Suite,Yes,63.76848962
9181,56,Suite,Yes,319.0808178
9182,56,Double,Yes,479.6049583
9183,56,Suite,Yes,232.0577757
9184,56,Double,No,421.9625594
9185,56,Double,Yes,401.3213149
9186,56,Single,Yes,287.8617859
9187,56,Single,No,459.0318694
9188,56,Single,No,478.4279644
9189,56,Single,Yes,197.1125326
9190,56,Single,No,81.18810784
9191,56,Suite,No,257.6270539
9192,56,Single,No,379.7141232
9193,56,Suite,Yes,308.7232831
9194,56,Single,No,180.2126405
9195,56,Suite,Yes,443.9305454
9196,56,Double,No,261.6231064
9197,56,Single,No,450.2534167
9198,56,Suite,No,107.7455241
9199,56,Double,No,271.6007619
9200,56,Suite,Yes,73.17632353
9201,56,Single,Yes,215.6254139
9202,56,Suite,Yes,465.0862108
9203,56,Single,Yes,187.9168255
9204,56,Suite,Yes,452.6468457
9205,56,Single,No,212.9055988
9206,56,Single,Yes,237.8118086
9207,56,Single,No,327.9357108
9208,56,Suite,No,212.3850205
9209,56,Single,No,143.7311453
9210,56,Double,Yes,152.6101952
9211,57,Double,No,425.6394728
9212,57,Double,Yes,374.4810156
9213,57,Single,No,300.2977484
9214,57,Double,No,384.7045275
9215,57,Double,No,156.1229618
9216,57,Single,Yes,388.2390157
9217,57,Double,No,287.2550759
9218,57,Double,Yes,151.3552487
9219,57,Double,No,364.1242117
9220,57,Double,No,329.8810204
9221,57,Double,No,221.0770451
9222,57,Double,Yes,448.3215188
9223,57,Single,Yes,173.79322
9224,57,Suite,Yes,423.6883517
9225,57,Suite,Yes,172.4797407
9226,57,Single,Yes,269.3616839
9227,57,Single,No,392.1811254
9228,57,Single,Yes,84.7876615
9229,57,Double,No,259.493321
9230,57,Suite,No,489.7190679
9231,57,Single,No,375.5221545
9232,57,Single,No,432.0340907
9233,57,Double,Yes,342.1494589
9234,57,Double,Yes,291.6754187
9235,57,Double,Yes,82.57058538
9236,57,Suite,Yes,166.9926266
9237,57,Double,No,143.8540316
9238,57,Suite,No,457.1892067
9239,57,Suite,Yes,97.99029976
9240,57,Double,No,260.629333
9241,57,Suite,Yes,326.3794465
9242,57,Suite,No,469.6118772
9243,57,Double,Yes,69.39541755
9244,57,Suite,Yes,335.7914932
9245,57,Double,Yes,253.3344315
9246,57,Single,No,463.6399792
9247,57,Suite,Yes,452.0073227
9248,57,Single,Yes,413.8880355
9249,57,Suite,No,295.060654
9250,57,Suite,Yes,169.7081009
9251,57,Double,No,466.9379918
9252,57,Single,Yes,483.826659
9253,57,Single,Yes,282.668306
9254,57,Suite,Yes,61.46343006
9255,57,Suite,Yes,274.8787192
9256,57,Suite,Yes,322.7032268
9257,57,Single,Yes,259.0712344
9258,57,Single,No,127.7293465
9259,57,Suite,No,93.13845324
9260,57,Single,No,161.7461412
9261,57,Suite,Yes,204.8036792
9262,57,Double,No,50.04981577
9263,57,Double,No,157.7280727
9264,57,Double,Yes,198.922574
9265,57,Suite,No,477.5981788
9266,57,Double,No,350.0580302
9267,57,Single,No,95.58703443
9268,58,Suite,No,203.6877946
9269,58,Single,Yes,437.8420827
9270,58,Single,Yes,388.2866564
9271,58,Suite,No,478.5964621
9272,58,Double,No,106.5182514
9273,58,Single,No,92.84722626
9274,58,Double,No,252.500801
9275,58,Double,Yes,217.4483386
9276,58,Double,Yes,417.3182302
9277,58,Suite,No,338.5796252
9278,58,Suite,Yes,379.1706577
9279,58,Single,Yes,419.6361264
9280,58,Suite,No,192.7576302
9281,58,Double,Yes,304.3535349
9282,58,Single,Yes,281.5508131
9283,58,Double,Yes,145.6117556
9284,58,Single,Yes,367.8003425
9285,58,Single,Yes,397.9846764
9286,58,Suite,Yes,73.26592864
9287,58,Single,No,401.6982697
9288,58,Single,Yes,137.6805254
9289,58,Suite,No,437.6358353
9290,58,Suite,No,70.42419273
9291,58,Single,No,177.5863705
9292,58,Suite,No,356.2930588
9293,58,Suite,No,168.7591482
9294,58,Double,No,158.0616449
9295,58,Double,Yes,177.2714975
9296,58,Double,Yes,340.3440226
9297,58,Suite,No,129.1187675
9298,58,Suite,No,449.0986591
9299,58,Double,No,308.3105124
9300,58,Double,Yes,144.6049543
9301,58,Single,No,77.32634342
9302,58,Single,Yes,331.4916183
9303,58,Suite,No,196.1984412
9304,58,Suite,No,391.3073239
9305,58,Double,Yes,172.9506977
9306,58,Single,No,149.7302159
9307,58,Suite,No,151.9069096
9308,58,Double,No,375.3587175
9309,58,Suite,No,185.2865163
9310,58,Suite,Yes,397.3095525
9311,58,Suite,No,354.4726059
9312,58,Single,No,275.3862752
9313,58,Suite,No,374.6689246
9314,58,Double,Yes,311.5323082
9315,58,Single,Yes,244.7278873
9316,58,Single,Yes,139.102675
9317,58,Single,Yes,251.4016881
9318,58,Suite,No,417.0402683
9319,58,Single,Yes,220.9198886
9320,58,Double,No,355.9560862
9321,58,Suite,Yes,190.9399541
9322,58,Double,Yes,198.2345556
9323,58,Single,No,76.93619817
9324,58,Suite,No,365.835324
9325,58,Suite,No,182.7211137
9326,58,Double,Yes,182.1429388
9327,58,Single,No,397.1510278
9328,58,Double,Yes,428.3762376
9329,58,Double,Yes,92.58834266
9330,58,Double,Yes,304.7091449
9331,58,Single,No,149.5163446
9332,58,Single,No,453.7560241
9333,58,Suite,Yes,378.1137418
9334,58,Single,No,168.6543579
9335,58,Suite,No,412.7012911
9336,58,Single,Yes,483.7604197
9337,58,Single,Yes,109.1497086
9338,58,Single,No,465.6696188
9339,58,Double,No,331.1258599
9340,58,Suite,No,259.2123339
9341,58,Double,Yes,367.9735076
9342,58,Double,Yes,87.66159953
9343,58,Double,No,138.9467906
9344,58,Double,Yes,194.3177745
9345,58,Single,Yes,75.58675589
9346,58,Single,No,69.52191103
9347,58,Suite,Yes,225.6084962
9348,58,Double,Yes,190.9766217
9349,58,Suite,Yes,230.5093455
9350,58,Double,No,239.0836569
9351,58,Single,No,109.419011
9352,58,Single,No,261.928842
9353,58,Single,No,67.62698464
9354,58,Suite,No,210.7762046
9355,58,Double,No,486.4589439
9356,58,Single,No,309.889323
9357,58,Single,Yes,249.5404062
9358,58,Single,Yes,100.1368026
9359,58,Single,No,198.1288198
9360,58,Double,Yes,490.2724918
9361,58,Suite,Yes,205.9943367
9362,58,Single,No,278.8872541
9363,58,Single,Yes,140.0550046
9364,58,Suite,No,318.3710177
9365,58,Single,Yes,385.5189727
9366,58,Double,No,235.1709116
9367,58,Suite,No,204.4378747
9368,58,Double,No,379.9468541
9369,58,Double,No,335.3821485
9370,58,Double,Yes,167.0223724
9371,58,Double,Yes,98.19823901
9372,58,Suite,No,339.9329008
9373,58,Single,Yes,52.90148104
9374,58,Double,No,335.8565779
9375,58,Single,Yes,377.0340148
9376,58,Double,Yes,141.6760357
9377,58,Single,No,166.5396881
9378,58,Double,No,481.8267328
9379,58,Suite,Yes,247.7183857
9380,58,Single,Yes,448.2977915
9381,58,Single,No,55.3975613
9382,58,Suite,Yes,248.9232651
9383,58,Double,No,259.8285354
9384,58,Suite,Yes,385.5472878
9385,58,Single,Yes,322.7578118
9386,58,Single,No,105.8322525
9387,58,Double,No,471.942025
9388,58,Double,Yes,288.7217143
9389,58,Suite,No,151.1573322
9390,58,Double,Yes,451.8421273
9391,58,Double,Yes,327.3326029
9392,58,Double,No,141.6423038
9393,58,Double,Yes,470.2179623
9394,58,Suite,Yes,226.2419294
9395,58,Double,Yes,171.5992726
9396,58,Double,Yes,398.9619322
